iso3,category,indicator,value,unit,year,source
PRY,health,life_expectancy,73.8,years,2023,UN via Our World in Data
ALB,health,life_expectancy,79.6,years,2023,UN via Our World in Data
AFG,health,life_expectancy,66.0,years,2023,UN via Our World in Data
BDI,health,life_expectancy,63.7,years,2023,UN via Our World in Data
VCT,health,life_expectancy,71.2,years,2023,UN via Our World in Data
RUS,health,life_expectancy,73.2,years,2023,UN via Our World in Data
PHL,health,life_expectancy,69.8,years,2023,UN via Our World in Data
MAF,health,life_expectancy,80.2,years,2023,UN via Our World in Data
PER,health,life_expectancy,77.7,years,2023,UN via Our World in Data
CRI,health,life_expectancy,80.8,years,2023,UN via Our World in Data
ASM,health,life_expectancy,72.9,years,2023,UN via Our World in Data
CMR,health,life_expectancy,63.7,years,2023,UN via Our World in Data
CUB,health,life_expectancy,78.1,years,2023,UN via Our World in Data
GNB,health,life_expectancy,64.1,years,2023,UN via Our World in Data
GHA,health,life_expectancy,65.5,years,2023,UN via Our World in Data
ROU,health,life_expectancy,75.9,years,2023,UN via Our World in Data
DEU,health,life_expectancy,81.4,years,2023,UN via Our World in Data
TJK,health,life_expectancy,71.8,years,2023,UN via Our World in Data
CIV,health,life_expectancy,61.9,years,2023,UN via Our World in Data
GBR,health,life_expectancy,81.3,years,2023,UN via Our World in Data
CZE,health,life_expectancy,79.8,years,2023,UN via Our World in Data
BFA,health,life_expectancy,61.1,years,2023,UN via Our World in Data
WSM,health,life_expectancy,71.7,years,2023,UN via Our World in Data
GRL,health,life_expectancy,70.1,years,2023,UN via Our World in Data
AND,health,life_expectancy,84.0,years,2023,UN via Our World in Data
DZA,health,life_expectancy,76.3,years,2023,UN via Our World in Data
GLP,health,life_expectancy,82.1,years,2023,UN via Our World in Data
GUM,health,life_expectancy,77.2,years,2023,UN via Our World in Data
LCA,health,life_expectancy,72.7,years,2023,UN via Our World in Data
QAT,health,life_expectancy,82.4,years,2023,UN via Our World in Data
RWA,health,life_expectancy,67.8,years,2023,UN via Our World in Data
GEO,health,life_expectancy,74.5,years,2023,UN via Our World in Data
GIN,health,life_expectancy,60.7,years,2023,UN via Our World in Data
GRD,health,life_expectancy,75.2,years,2023,UN via Our World in Data
UKR,health,life_expectancy,73.4,years,2023,UN via Our World in Data
USA,health,life_expectancy,79.3,years,2023,UN via Our World in Data
SYR,health,life_expectancy,72.1,years,2023,UN via Our World in Data
HTI,health,life_expectancy,64.9,years,2023,UN via Our World in Data
KOR,health,life_expectancy,84.3,years,2023,UN via Our World in Data
BIH,health,life_expectancy,77.9,years,2023,UN via Our World in Data
PSE,health,life_expectancy,65.2,years,2023,UN via Our World in Data
SVK,health,life_expectancy,78.3,years,2023,UN via Our World in Data
COL,health,life_expectancy,77.7,years,2023,UN via Our World in Data
MCO,health,life_expectancy,86.4,years,2023,UN via Our World in Data
BHS,health,life_expectancy,74.6,years,2023,UN via Our World in Data
MDA,health,life_expectancy,71.2,years,2023,UN via Our World in Data
UZB,health,life_expectancy,72.4,years,2023,UN via Our World in Data
CAF,health,life_expectancy,57.4,years,2023,UN via Our World in Data
LKA,health,life_expectancy,77.5,years,2023,UN via Our World in Data
VEN,health,life_expectancy,72.5,years,2023,UN via Our World in Data
LBN,health,life_expectancy,77.8,years,2023,UN via Our World in Data
FJI,health,life_expectancy,67.3,years,2023,UN via Our World in Data
BMU,health,life_expectancy,82.3,years,2023,UN via Our World in Data
SVN,health,life_expectancy,81.6,years,2023,UN via Our World in Data
FSM,health,life_expectancy,67.2,years,2023,UN via Our World in Data
GNQ,health,life_expectancy,63.7,years,2023,UN via Our World in Data
MEX,health,life_expectancy,75.1,years,2023,UN via Our World in Data
TON,health,life_expectancy,72.9,years,2023,UN via Our World in Data
LVA,health,life_expectancy,76.2,years,2023,UN via Our World in Data
LAO,health,life_expectancy,69.0,years,2023,UN via Our World in Data
MNG,health,life_expectancy,71.7,years,2023,UN via Our World in Data
BOL,health,life_expectancy,68.6,years,2023,UN via Our World in Data
MOZ,health,life_expectancy,63.6,years,2023,UN via Our World in Data
KIR,health,life_expectancy,66.5,years,2023,UN via Our World in Data
FIN,health,life_expectancy,81.9,years,2023,UN via Our World in Data
MAR,health,life_expectancy,75.3,years,2023,UN via Our World in Data
KWT,health,life_expectancy,80.4,years,2023,UN via Our World in Data
SDN,health,life_expectancy,66.3,years,2023,UN via Our World in Data
AUT,health,life_expectancy,82.0,years,2023,UN via Our World in Data
EGY,health,life_expectancy,71.6,years,2023,UN via Our World in Data
SXM,health,life_expectancy,76.4,years,2023,UN via Our World in Data
MSR,health,life_expectancy,76.2,years,2023,UN via Our World in Data
BTN,health,life_expectancy,73.0,years,2023,UN via Our World in Data
MNE,health,life_expectancy,77.1,years,2023,UN via Our World in Data
KGZ,health,life_expectancy,71.7,years,2023,UN via Our World in Data
AZE,health,life_expectancy,74.4,years,2023,UN via Our World in Data
SLV,health,life_expectancy,72.1,years,2023,UN via Our World in Data
TUR,health,life_expectancy,77.2,years,2023,UN via Our World in Data
LSO,health,life_expectancy,57.4,years,2023,UN via Our World in Data
MYT,health,life_expectancy,76.1,years,2023,UN via Our World in Data
LBR,health,life_expectancy,62.2,years,2023,UN via Our World in Data
BHR,health,life_expectancy,81.3,years,2023,UN via Our World in Data
TCD,health,life_expectancy,55.1,years,2023,UN via Our World in Data
EST,health,life_expectancy,79.2,years,2023,UN via Our World in Data
MLT,health,life_expectancy,83.3,years,2023,UN via Our World in Data
VUT,health,life_expectancy,71.5,years,2023,UN via Our World in Data
SSD,health,life_expectancy,57.6,years,2023,UN via Our World in Data
ZAF,health,life_expectancy,66.1,years,2023,UN via Our World in Data
MLI,health,life_expectancy,60.4,years,2023,UN via Our World in Data
SWZ,health,life_expectancy,64.1,years,2023,UN via Our World in Data
CHL,health,life_expectancy,81.2,years,2023,UN via Our World in Data
MDV,health,life_expectancy,81.0,years,2023,UN via Our World in Data
MAC,health,life_expectancy,83.1,years,2023,UN via Our World in Data
BLR,health,life_expectancy,74.4,years,2023,UN via Our World in Data
MDG,health,life_expectancy,63.6,years,2023,UN via Our World in Data
MYS,health,life_expectancy,76.7,years,2023,UN via Our World in Data
TTO,health,life_expectancy,73.5,years,2023,UN via Our World in Data
ETH,health,life_expectancy,67.3,years,2023,UN via Our World in Data
BEL,health,life_expectancy,82.1,years,2023,UN via Our World in Data
LUX,health,life_expectancy,82.2,years,2023,UN via Our World in Data
FRA,health,life_expectancy,83.3,years,2023,UN via Our World in Data
VAT,health,life_expectancy,83.0,years,2023,UN via Our World in Data
LTU,health,life_expectancy,76.0,years,2023,UN via Our World in Data
ESP,health,life_expectancy,83.7,years,2023,UN via Our World in Data
ERI,health,life_expectancy,68.6,years,2023,UN via Our World in Data
CHN,health,life_expectancy,78.0,years,2023,UN via Our World in Data
BEN,health,life_expectancy,60.8,years,2023,UN via Our World in Data
SLB,health,life_expectancy,70.5,years,2023,UN via Our World in Data
MUS,health,life_expectancy,74.9,years,2023,UN via Our World in Data
FRO,health,life_expectancy,80.2,years,2023,UN via Our World in Data
BGD,health,life_expectancy,74.7,years,2023,UN via Our World in Data
MRT,health,life_expectancy,68.5,years,2023,UN via Our World in Data
LBY,health,life_expectancy,69.3,years,2023,UN via Our World in Data
FLK,health,life_expectancy,79.2,years,2023,UN via Our World in Data
TUN,health,life_expectancy,76.5,years,2023,UN via Our World in Data
LIE,health,life_expectancy,83.6,years,2023,UN via Our World in Data
SOM,health,life_expectancy,58.8,years,2023,UN via Our World in Data
MTQ,health,life_expectancy,82.6,years,2023,UN via Our World in Data
BLZ,health,life_expectancy,73.6,years,2023,UN via Our World in Data
BRB,health,life_expectancy,76.2,years,2023,UN via Our World in Data
MHL,health,life_expectancy,66.9,years,2023,UN via Our World in Data
SMR,health,life_expectancy,85.7,years,2023,UN via Our World in Data
VNM,health,life_expectancy,74.6,years,2023,UN via Our World in Data
MMR,health,life_expectancy,66.9,years,2023,UN via Our World in Data
SAU,health,life_expectancy,78.7,years,2023,UN via Our World in Data
MNP,health,life_expectancy,78.8,years,2023,UN via Our World in Data
TGO,health,life_expectancy,62.7,years,2023,UN via Our World in Data
GAB,health,life_expectancy,68.3,years,2023,UN via Our World in Data
MKD,health,life_expectancy,77.4,years,2023,UN via Our World in Data
VIR,health,life_expectancy,75.5,years,2023,UN via Our World in Data
PRK,health,life_expectancy,73.6,years,2023,UN via Our World in Data
SWE,health,life_expectancy,83.3,years,2023,UN via Our World in Data
IRN,health,life_expectancy,77.7,years,2023,UN via Our World in Data
ARE,health,life_expectancy,82.9,years,2023,UN via Our World in Data
IRQ,health,life_expectancy,72.3,years,2023,UN via Our World in Data
PYF,health,life_expectancy,84.1,years,2023,UN via Our World in Data
SEN,health,life_expectancy,68.7,years,2023,UN via Our World in Data
NIU,health,life_expectancy,70.0,years,2023,UN via Our World in Data
BWA,health,life_expectancy,69.2,years,2023,UN via Our World in Data
TCA,health,life_expectancy,78.0,years,2023,UN via Our World in Data
ATG,health,life_expectancy,77.6,years,2023,UN via Our World in Data
ESH,health,life_expectancy,71.4,years,2023,UN via Our World in Data
IDN,health,life_expectancy,71.1,years,2023,UN via Our World in Data
DJI,health,life_expectancy,66.0,years,2023,UN via Our World in Data
HND,health,life_expectancy,72.9,years,2023,UN via Our World in Data
PLW,health,life_expectancy,69.3,years,2023,UN via Our World in Data
HKG,health,life_expectancy,85.5,years,2023,UN via Our World in Data
VGB,health,life_expectancy,77.3,years,2023,UN via Our World in Data
AGO,health,life_expectancy,64.6,years,2023,UN via Our World in Data
COK,health,life_expectancy,75.3,years,2023,UN via Our World in Data
PAK,health,life_expectancy,67.6,years,2023,UN via Our World in Data
HUN,health,life_expectancy,77.0,years,2023,UN via Our World in Data
STP,health,life_expectancy,69.7,years,2023,UN via Our World in Data
OMN,health,life_expectancy,80.0,years,2023,UN via Our World in Data
DNK,health,life_expectancy,81.9,years,2023,UN via Our World in Data
ISL,health,life_expectancy,82.7,years,2023,UN via Our World in Data
CAN,health,life_expectancy,82.6,years,2023,UN via Our World in Data
AIA,health,life_expectancy,79.3,years,2023,UN via Our World in Data
BRA,health,life_expectancy,75.8,years,2023,UN via Our World in Data
NOR,health,life_expectancy,83.3,years,2023,UN via Our World in Data
IND,health,life_expectancy,72.0,years,2023,UN via Our World in Data
NGA,health,life_expectancy,54.5,years,2023,UN via Our World in Data
ARG,health,life_expectancy,77.4,years,2023,UN via Our World in Data
IRL,health,life_expectancy,82.4,years,2023,UN via Our World in Data
NER,health,life_expectancy,61.2,years,2023,UN via Our World in Data
TLS,health,life_expectancy,67.7,years,2023,UN via Our World in Data
ABW,health,life_expectancy,76.4,years,2023,UN via Our World in Data
NPL,health,life_expectancy,70.4,years,2023,UN via Our World in Data
JOR,health,life_expectancy,77.8,years,2023,UN via Our World in Data
TKL,health,life_expectancy,77.1,years,2023,UN via Our World in Data
TKM,health,life_expectancy,70.1,years,2023,UN via Our World in Data
URY,health,life_expectancy,78.1,years,2023,UN via Our World in Data
SLE,health,life_expectancy,61.8,years,2023,UN via Our World in Data
NRU,health,life_expectancy,62.1,years,2023,UN via Our World in Data
KAZ,health,life_expectancy,74.4,years,2023,UN via Our World in Data
AUS,health,life_expectancy,83.9,years,2023,UN via Our World in Data
NAM,health,life_expectancy,67.4,years,2023,UN via Our World in Data
KEN,health,life_expectancy,63.6,years,2023,UN via Our World in Data
SUR,health,life_expectancy,73.6,years,2023,UN via Our World in Data
ECU,health,life_expectancy,77.4,years,2023,UN via Our World in Data
COM,health,life_expectancy,66.8,years,2023,UN via Our World in Data
SGP,health,life_expectancy,83.7,years,2023,UN via Our World in Data
JEY,health,life_expectancy,79.7,years,2023,UN via Our World in Data
CYM,health,life_expectancy,80.4,years,2023,UN via Our World in Data
NLD,health,life_expectancy,82.2,years,2023,UN via Our World in Data
JPN,health,life_expectancy,84.7,years,2023,UN via Our World in Data
IMN,health,life_expectancy,81.0,years,2023,UN via Our World in Data
CPV,health,life_expectancy,76.1,years,2023,UN via Our World in Data
DMA,health,life_expectancy,71.1,years,2023,UN via Our World in Data
SRB,health,life_expectancy,76.8,years,2023,UN via Our World in Data
ISR,health,life_expectancy,82.4,years,2023,UN via Our World in Data
MWI,health,life_expectancy,67.4,years,2023,UN via Our World in Data
ARM,health,life_expectancy,75.7,years,2023,UN via Our World in Data
NIC,health,life_expectancy,74.9,years,2023,UN via Our World in Data
WLF,health,life_expectancy,78.6,years,2023,UN via Our World in Data
ITA,health,life_expectancy,83.7,years,2023,UN via Our World in Data
GUF,health,life_expectancy,77.0,years,2023,UN via Our World in Data
DOM,health,life_expectancy,73.7,years,2023,UN via Our World in Data
NZL,health,life_expectancy,82.1,years,2023,UN via Our World in Data
COG,health,life_expectancy,65.8,years,2023,UN via Our World in Data
JAM,health,life_expectancy,71.5,years,2023,UN via Our World in Data
SYC,health,life_expectancy,72.9,years,2023,UN via Our World in Data
NCL,health,life_expectancy,78.8,years,2023,UN via Our World in Data
BES,health,life_expectancy,77.4,years,2023,UN via Our World in Data
ZWE,health,life_expectancy,62.8,years,2023,UN via Our World in Data
UKR,health,health_expenditure_gdp,8.2,% of GDP,2021,WHO via Our World in Data
ATG,health,health_expenditure_gdp,3.9,% of GDP,2023,WHO via Our World in Data
BOL,health,health_expenditure_gdp,6.9,% of GDP,2023,WHO via Our World in Data
BIH,health,health_expenditure_gdp,8.9,% of GDP,2023,WHO via Our World in Data
CRI,health,health_expenditure_gdp,6.9,% of GDP,2023,WHO via Our World in Data
UZB,health,health_expenditure_gdp,6.7,% of GDP,2023,WHO via Our World in Data
BRB,health,health_expenditure_gdp,5.4,% of GDP,2023,WHO via Our World in Data
AFG,health,health_expenditure_gdp,15.0,% of GDP,2023,WHO via Our World in Data
KHM,health,health_expenditure_gdp,4.6,% of GDP,2023,WHO via Our World in Data
BHR,health,health_expenditure_gdp,4.0,% of GDP,2023,WHO via Our World in Data
VUT,health,health_expenditure_gdp,4.1,% of GDP,2023,WHO via Our World in Data
ARG,health,health_expenditure_gdp,10.3,% of GDP,2023,WHO via Our World in Data
TCD,health,health_expenditure_gdp,5.0,% of GDP,2023,WHO via Our World in Data
BFA,health,health_expenditure_gdp,7.8,% of GDP,2023,WHO via Our World in Data
CIV,health,health_expenditure_gdp,3.4,% of GDP,2023,WHO via Our World in Data
BDI,health,health_expenditure_gdp,9.1,% of GDP,2023,WHO via Our World in Data
AUS,health,health_expenditure_gdp,10.4,% of GDP,2023,WHO via Our World in Data
URY,health,health_expenditure_gdp,9.0,% of GDP,2023,WHO via Our World in Data
BGD,health,health_expenditure_gdp,2.2,% of GDP,2023,WHO via Our World in Data
BHS,health,health_expenditure_gdp,6.3,% of GDP,2023,WHO via Our World in Data
AND,health,health_expenditure_gdp,7.7,% of GDP,2023,WHO via Our World in Data
BEN,health,health_expenditure_gdp,3.3,% of GDP,2023,WHO via Our World in Data
VEN,health,health_expenditure_gdp,3.8,% of GDP,2023,WHO via Our World in Data
BLR,health,health_expenditure_gdp,7.1,% of GDP,2023,WHO via Our World in Data
CPV,health,health_expenditure_gdp,5.8,% of GDP,2023,WHO via Our World in Data
COL,health,health_expenditure_gdp,8.2,% of GDP,2023,WHO via Our World in Data
BRA,health,health_expenditure_gdp,9.7,% of GDP,2023,WHO via Our World in Data
VNM,health,health_expenditure_gdp,4.6,% of GDP,2023,WHO via Our World in Data
ARM,health,health_expenditure_gdp,9.3,% of GDP,2023,WHO via Our World in Data
AUT,health,health_expenditure_gdp,11.2,% of GDP,2023,WHO via Our World in Data
BRN,health,health_expenditure_gdp,2.2,% of GDP,2023,WHO via Our World in Data
CHN,health,health_expenditure_gdp,5.9,% of GDP,2023,WHO via Our World in Data
COM,health,health_expenditure_gdp,6.6,% of GDP,2023,WHO via Our World in Data
CAN,health,health_expenditure_gdp,11.2,% of GDP,2023,WHO via Our World in Data
BLZ,health,health_expenditure_gdp,4.1,% of GDP,2023,WHO via Our World in Data
YEM,health,health_expenditure_gdp,9.7,% of GDP,2023,WHO via Our World in Data
AGO,health,health_expenditure_gdp,2.5,% of GDP,2023,WHO via Our World in Data
BTN,health,health_expenditure_gdp,4.4,% of GDP,2023,WHO via Our World in Data
COG,health,health_expenditure_gdp,3.3,% of GDP,2023,WHO via Our World in Data
ALB,health,health_expenditure_gdp,7.1,% of GDP,2023,WHO via Our World in Data
BEL,health,health_expenditure_gdp,10.8,% of GDP,2023,WHO via Our World in Data
CAF,health,health_expenditure_gdp,10.7,% of GDP,2023,WHO via Our World in Data
BGR,health,health_expenditure_gdp,7.9,% of GDP,2023,WHO via Our World in Data
BWA,health,health_expenditure_gdp,6.3,% of GDP,2023,WHO via Our World in Data
CMR,health,health_expenditure_gdp,4.6,% of GDP,2023,WHO via Our World in Data
CHL,health,health_expenditure_gdp,10.2,% of GDP,2023,WHO via Our World in Data
COK,health,health_expenditure_gdp,4.2,% of GDP,2023,WHO via Our World in Data
DZA,health,health_expenditure_gdp,4.4,% of GDP,2023,WHO via Our World in Data
AZE,health,health_expenditure_gdp,4.3,% of GDP,2023,WHO via Our World in Data
ZMB,health,health_expenditure_gdp,6.0,% of GDP,2023,WHO via Our World in Data
ITA,health,health_expenditure_gdp,8.4,% of GDP,2023,WHO via Our World in Data
CUB,health,health_expenditure_gdp,9.4,% of GDP,2023,WHO via Our World in Data
NIC,health,health_expenditure_gdp,8.3,% of GDP,2023,WHO via Our World in Data
NER,health,health_expenditure_gdp,4.0,% of GDP,2023,WHO via Our World in Data
NGA,health,health_expenditure_gdp,3.9,% of GDP,2023,WHO via Our World in Data
NIU,health,health_expenditure_gdp,16.1,% of GDP,2023,WHO via Our World in Data
MKD,health,health_expenditure_gdp,7.4,% of GDP,2023,WHO via Our World in Data
TGO,health,health_expenditure_gdp,6.1,% of GDP,2023,WHO via Our World in Data
NZL,health,health_expenditure_gdp,10.1,% of GDP,2023,WHO via Our World in Data
NOR,health,health_expenditure_gdp,9.4,% of GDP,2023,WHO via Our World in Data
PAK,health,health_expenditure_gdp,2.5,% of GDP,2023,WHO via Our World in Data
PLW,health,health_expenditure_gdp,10.9,% of GDP,2023,WHO via Our World in Data
PSE,health,health_expenditure_gdp,10.7,% of GDP,2023,WHO via Our World in Data
PAN,health,health_expenditure_gdp,8.3,% of GDP,2023,WHO via Our World in Data
PNG,health,health_expenditure_gdp,2.9,% of GDP,2023,WHO via Our World in Data
THA,health,health_expenditure_gdp,4.5,% of GDP,2023,WHO via Our World in Data
OMN,health,health_expenditure_gdp,3.5,% of GDP,2023,WHO via Our World in Data
PRY,health,health_expenditure_gdp,8.4,% of GDP,2023,WHO via Our World in Data
NLD,health,health_expenditure_gdp,9.8,% of GDP,2023,WHO via Our World in Data
TON,health,health_expenditure_gdp,7.4,% of GDP,2023,WHO via Our World in Data
MRT,health,health_expenditure_gdp,4.3,% of GDP,2023,WHO via Our World in Data
MUS,health,health_expenditure_gdp,5.6,% of GDP,2023,WHO via Our World in Data
MEX,health,health_expenditure_gdp,5.5,% of GDP,2023,WHO via Our World in Data
FSM,health,health_expenditure_gdp,12.9,% of GDP,2023,WHO via Our World in Data
MDA,health,health_expenditure_gdp,6.7,% of GDP,2023,WHO via Our World in Data
MCO,health,health_expenditure_gdp,3.1,% of GDP,2023,WHO via Our World in Data
NPL,health,health_expenditure_gdp,6.2,% of GDP,2023,WHO via Our World in Data
TTO,health,health_expenditure_gdp,7.5,% of GDP,2023,WHO via Our World in Data
MNE,health,health_expenditure_gdp,9.7,% of GDP,2023,WHO via Our World in Data
MAR,health,health_expenditure_gdp,6.1,% of GDP,2023,WHO via Our World in Data
MOZ,health,health_expenditure_gdp,8.5,% of GDP,2023,WHO via Our World in Data
MMR,health,health_expenditure_gdp,4.5,% of GDP,2023,WHO via Our World in Data
NAM,health,health_expenditure_gdp,9.5,% of GDP,2023,WHO via Our World in Data
NRU,health,health_expenditure_gdp,18.2,% of GDP,2023,WHO via Our World in Data
MNG,health,health_expenditure_gdp,6.1,% of GDP,2023,WHO via Our World in Data
MHL,health,health_expenditure_gdp,13.4,% of GDP,2023,WHO via Our World in Data
PER,health,health_expenditure_gdp,5.6,% of GDP,2023,WHO via Our World in Data
POL,health,health_expenditure_gdp,7.1,% of GDP,2023,WHO via Our World in Data
SGP,health,health_expenditure_gdp,4.5,% of GDP,2023,WHO via Our World in Data
SVK,health,health_expenditure_gdp,7.4,% of GDP,2023,WHO via Our World in Data
SYR,health,health_expenditure_gdp,2.7,% of GDP,2023,WHO via Our World in Data
SVN,health,health_expenditure_gdp,9.3,% of GDP,2023,WHO via Our World in Data
SLB,health,health_expenditure_gdp,5.4,% of GDP,2023,WHO via Our World in Data
SOM,health,health_expenditure_gdp,3.7,% of GDP,2023,WHO via Our World in Data
SLE,health,health_expenditure_gdp,4.7,% of GDP,2023,WHO via Our World in Data
ZAF,health,health_expenditure_gdp,8.9,% of GDP,2023,WHO via Our World in Data
SSD,health,health_expenditure_gdp,11.6,% of GDP,2023,WHO via Our World in Data
ESP,health,health_expenditure_gdp,9.2,% of GDP,2023,WHO via Our World in Data
CHE,health,health_expenditure_gdp,11.7,% of GDP,2023,WHO via Our World in Data
LKA,health,health_expenditure_gdp,3.7,% of GDP,2023,WHO via Our World in Data
SDN,health,health_expenditure_gdp,2.9,% of GDP,2023,WHO via Our World in Data
SUR,health,health_expenditure_gdp,5.4,% of GDP,2023,WHO via Our World in Data
KOR,health,health_expenditure_gdp,8.6,% of GDP,2023,WHO via Our World in Data
PHL,health,health_expenditure_gdp,5.1,% of GDP,2023,WHO via Our World in Data
SYC,health,health_expenditure_gdp,4.5,% of GDP,2023,WHO via Our World in Data
SEN,health,health_expenditure_gdp,4.3,% of GDP,2023,WHO via Our World in Data
PRT,health,health_expenditure_gdp,10.0,% of GDP,2023,WHO via Our World in Data
QAT,health,health_expenditure_gdp,2.5,% of GDP,2023,WHO via Our World in Data
ROU,health,health_expenditure_gdp,5.7,% of GDP,2023,WHO via Our World in Data
TZA,health,health_expenditure_gdp,3.1,% of GDP,2023,WHO via Our World in Data
RUS,health,health_expenditure_gdp,7.0,% of GDP,2023,WHO via Our World in Data
RWA,health,health_expenditure_gdp,5.1,% of GDP,2023,WHO via Our World in Data
SRB,health,health_expenditure_gdp,8.0,% of GDP,2023,WHO via Our World in Data
KNA,health,health_expenditure_gdp,5.7,% of GDP,2023,WHO via Our World in Data
VCT,health,health_expenditure_gdp,4.4,% of GDP,2023,WHO via Our World in Data
WSM,health,health_expenditure_gdp,6.8,% of GDP,2023,WHO via Our World in Data
SMR,health,health_expenditure_gdp,6.6,% of GDP,2023,WHO via Our World in Data
STP,health,health_expenditure_gdp,5.8,% of GDP,2023,WHO via Our World in Data
TJK,health,health_expenditure_gdp,7.4,% of GDP,2023,WHO via Our World in Data
SAU,health,health_expenditure_gdp,5.7,% of GDP,2023,WHO via Our World in Data
LCA,health,health_expenditure_gdp,4.7,% of GDP,2023,WHO via Our World in Data
TUN,health,health_expenditure_gdp,8.0,% of GDP,2023,WHO via Our World in Data
MLT,health,health_expenditure_gdp,8.8,% of GDP,2023,WHO via Our World in Data
MLI,health,health_expenditure_gdp,3.8,% of GDP,2023,WHO via Our World in Data
FJI,health,health_expenditure_gdp,3.6,% of GDP,2023,WHO via Our World in Data
FIN,health,health_expenditure_gdp,10.5,% of GDP,2023,WHO via Our World in Data
FRA,health,health_expenditure_gdp,11.5,% of GDP,2023,WHO via Our World in Data
GAB,health,health_expenditure_gdp,3.1,% of GDP,2023,WHO via Our World in Data
ARE,health,health_expenditure_gdp,5.0,% of GDP,2023,WHO via Our World in Data
GMB,health,health_expenditure_gdp,2.9,% of GDP,2023,WHO via Our World in Data
ETH,health,health_expenditure_gdp,2.8,% of GDP,2023,WHO via Our World in Data
GEO,health,health_expenditure_gdp,6.9,% of GDP,2023,WHO via Our World in Data
GHA,health,health_expenditure_gdp,2.9,% of GDP,2023,WHO via Our World in Data
GRC,health,health_expenditure_gdp,8.4,% of GDP,2023,WHO via Our World in Data
GRD,health,health_expenditure_gdp,4.7,% of GDP,2023,WHO via Our World in Data
GTM,health,health_expenditure_gdp,6.8,% of GDP,2023,WHO via Our World in Data
GIN,health,health_expenditure_gdp,3.7,% of GDP,2023,WHO via Our World in Data
GNB,health,health_expenditure_gdp,8.8,% of GDP,2023,WHO via Our World in Data
DEU,health,health_expenditure_gdp,11.7,% of GDP,2023,WHO via Our World in Data
GUY,health,health_expenditure_gdp,2.5,% of GDP,2023,WHO via Our World in Data
SWZ,health,health_expenditure_gdp,7.5,% of GDP,2023,WHO via Our World in Data
ERI,health,health_expenditure_gdp,3.7,% of GDP,2023,WHO via Our World in Data
CYP,health,health_expenditure_gdp,8.1,% of GDP,2023,WHO via Our World in Data
CZE,health,health_expenditure_gdp,8.4,% of GDP,2023,WHO via Our World in Data
COD,health,health_expenditure_gdp,3.7,% of GDP,2023,WHO via Our World in Data
DNK,health,health_expenditure_gdp,9.6,% of GDP,2023,WHO via Our World in Data
DJI,health,health_expenditure_gdp,2.3,% of GDP,2023,WHO via Our World in Data
USA,health,health_expenditure_gdp,16.7,% of GDP,2023,WHO via Our World in Data
EST,health,health_expenditure_gdp,7.5,% of GDP,2023,WHO via Our World in Data
DMA,health,health_expenditure_gdp,5.0,% of GDP,2023,WHO via Our World in Data
TLS,health,health_expenditure_gdp,9.6,% of GDP,2023,WHO via Our World in Data
ECU,health,health_expenditure_gdp,7.6,% of GDP,2023,WHO via Our World in Data
EGY,health,health_expenditure_gdp,4.9,% of GDP,2023,WHO via Our World in Data
SLV,health,health_expenditure_gdp,9.3,% of GDP,2023,WHO via Our World in Data
GNQ,health,health_expenditure_gdp,3.5,% of GDP,2023,WHO via Our World in Data
GBR,health,health_expenditure_gdp,11.0,% of GDP,2023,WHO via Our World in Data
DOM,health,health_expenditure_gdp,4.6,% of GDP,2023,WHO via Our World in Data
HTI,health,health_expenditure_gdp,3.2,% of GDP,2023,WHO via Our World in Data
HND,health,health_expenditure_gdp,7.7,% of GDP,2023,WHO via Our World in Data
HUN,health,health_expenditure_gdp,6.4,% of GDP,2023,WHO via Our World in Data
LAO,health,health_expenditure_gdp,1.3,% of GDP,2023,WHO via Our World in Data
LVA,health,health_expenditure_gdp,7.3,% of GDP,2023,WHO via Our World in Data
LBN,health,health_expenditure_gdp,5.6,% of GDP,2023,WHO via Our World in Data
LSO,health,health_expenditure_gdp,12.6,% of GDP,2023,WHO via Our World in Data
LBR,health,health_expenditure_gdp,13.0,% of GDP,2023,WHO via Our World in Data
LBY,health,health_expenditure_gdp,7.8,% of GDP,2023,WHO via Our World in Data
TKM,health,health_expenditure_gdp,5.5,% of GDP,2023,WHO via Our World in Data
LIE,health,health_expenditure_gdp,5.7,% of GDP,2023,WHO via Our World in Data
LTU,health,health_expenditure_gdp,7.3,% of GDP,2023,WHO via Our World in Data
LUX,health,health_expenditure_gdp,5.8,% of GDP,2023,WHO via Our World in Data
MDG,health,health_expenditure_gdp,3.4,% of GDP,2023,WHO via Our World in Data
MWI,health,health_expenditure_gdp,6.5,% of GDP,2023,WHO via Our World in Data
MYS,health,health_expenditure_gdp,4.0,% of GDP,2023,WHO via Our World in Data
MDV,health,health_expenditure_gdp,9.2,% of GDP,2023,WHO via Our World in Data
TUR,health,health_expenditure_gdp,4.3,% of GDP,2023,WHO via Our World in Data
KGZ,health,health_expenditure_gdp,4.5,% of GDP,2023,WHO via Our World in Data
KWT,health,health_expenditure_gdp,5.0,% of GDP,2023,WHO via Our World in Data
KIR,health,health_expenditure_gdp,10.9,% of GDP,2023,WHO via Our World in Data
ISL,health,health_expenditure_gdp,8.7,% of GDP,2023,WHO via Our World in Data
UGA,health,health_expenditure_gdp,4.2,% of GDP,2023,WHO via Our World in Data
IND,health,health_expenditure_gdp,3.3,% of GDP,2023,WHO via Our World in Data
